Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Senior Data Scientist,$140K-$219K (Glassdoor est.),"Senior Data Scientist
Location: Clearwater, FL

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",3.8,"Takeda
3.8","Clearwater, FL","Clearwater, FL",1001 to 5000 employees,2016,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Takeda, PNNL",0,0,140,219,179.5,"Takeda
",FL,1,4,1,0,1,0,0
Data Engineer,$66K-$104K (Glassdoor est.),"Data Engineer
Location: Albuquerque, NM

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.3,"Guardian Life
3.3","Albuquerque, NM","Richland, WA",1001 to 5000 employees,1945,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,66,104,85.0,"Guardian Life
",NM,0,75,1,0,0,0,0
Data Scientist,$91K-$133K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",2.9,"MassMutual
2.9","New York, NY","New York, NY",51 to 200 employees,-1,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,91,133,112.0,"MassMutual
",NY,1,-1,0,0,0,0,0
Data Scientist,$77K-$119K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.7,"Tecolote Research
4.7","Boston, MA","Cambridge, MA",10000+ employees,1947,Company - Private,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"PNNL, Takeda",0,0,77,119,98.0,"Tecolote Research
",MA,1,73,1,0,0,0,0
Data Scientist,$96K-$152K (Glassdoor est.),"Data Scientist
Location: San Jose, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.8,"KnowBe4
3.8","San Jose, CA","Boston, MA",51 to 200 employees,1929,Company - Private,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Pfizer, Affinity Solutions",0,0,96,152,124.0,"KnowBe4
",CA,0,91,0,0,0,0,1
Data Scientist,$110K-$166K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, Excel, SQL.",3.0,"Gallup
3.0","Goleta, CA","Arlington, VA",10000+ employees,1935,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,110,166,138.0,"Gallup
",CA,0,85,0,0,1,1,1
Research Scientist,$76K-$131K (Glassdoor est.),"Research Scientist
Location: New York, NY

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",4.0,"Guardian Life
4.0","New York, NY","New York, NY",51 to 200 employees,1929,Company - Public,Insurance Carriers,Insurance,$100 to $500 million (USD),"Guardian Life, Logic20/20",0,0,76,131,103.5,"Guardian Life
",NY,1,91,1,0,1,0,1
Lead Data Scientist,$111K-$152K (Glassdoor est.),"Lead Data Scientist
Location: Linthicum, MD

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.1,"Amazon
4.1","Linthicum, MD","Albuquerque, NM",51 to 200 employees,1840,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),"Numerator, University of Maryland Medical System",0,0,111,152,131.5,"Amazon
",MD,0,180,1,0,0,0,1
Data Scientist,$77K-$111K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",4.2,"PNNL
4.2","San Francisco, CA","Richland, WA",10000+ employees,1892,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"CyrusOne, Reynolds American",0,0,77,111,94.0,"PNNL
",CA,0,128,1,0,1,0,0
Data Engineer,$98K-$151K (Glassdoor est.),"Data Engineer
Location: Albuquerque, NM

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",4.0,"Blue Cross Blue Shield
4.0","Albuquerque, NM","Albuquerque, NM",51 to 200 employees,1877,Government,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),"MassMutual, Liberty Mutual",0,0,98,151,124.5,"Blue Cross Blue Shield
",NM,1,143,0,0,0,1,1
Data Scientist,$91K-$139K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.6,"KnowBe4
4.6","Boston, MA","Arlington, VA",5001 to 10000 employees,1834,Other Organization,Security Services,Business Services,$500 million to $1 billion (USD),-1,0,0,91,139,115.0,"KnowBe4
",MA,0,186,1,0,0,0,1
Lead Data Scientist,$101K-$158K (Glassdoor est.),"Lead Data Scientist
Location: Boston, MA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, SQL.",3.9,"Liberty Mutual
3.9","Boston, MA","Cambridge, MA",201 to 500 employees,1832,Other Organization,Security Services,Business Services,$100 to $500 million (USD),"Liberty Mutual, KnowBe4",0,0,101,158,129.5,"Liberty Mutual
",MA,1,188,0,0,1,0,0
Data Analyst,$64K-$103K (Glassdoor est.),"Data Analyst
Location: New York, NY

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.1,"ClearOne Advantage
3.1","New York, NY","Chicago, IL",5001 to 10000 employees,1972,Other Organization,IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,64,103,83.5,"ClearOne Advantage
",NY,0,48,1,0,0,0,0
Data Scientist,$86K-$142K (Glassdoor est.),"Data Scientist
Location: San Jose, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.4,"Lockheed Martin
3.4","San Jose, CA","San Jose, CA",51 to 200 employees,1915,Subsidiary or Business Segment,Security Services,Business Services,$1 to $2 billion (USD),-1,0,0,86,142,114.0,"Lockheed Martin
",CA,1,105,0,0,1,0,1
Data Engineer,$102K-$168K (Glassdoor est.),"Data Engineer
Location: Cambridge, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.9,"KnowBe4
3.9","Cambridge, MA","Boston, MA",1 to 50 employees,1911,Other Organization,Security Services,Business Services,$100 to $500 million (USD),"KnowBe4, Reynolds American",0,0,102,168,135.0,"KnowBe4
",MA,0,109,1,0,0,0,1
Data Scientist,$102K-$162K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.0,"PNNL
3.0","San Francisco, CA","San Jose, CA",501 to 1000 employees,1991,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,102,162,132.0,"PNNL
",CA,1,29,1,0,0,0,0
Machine Learning Engineer,$109K-$162K (Glassdoor est.),"Machine Learning Engineer
Location: San Jose, CA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.9,"ClearOne Advantage
4.9","San Jose, CA","Goleta, CA",1 to 50 employees,1865,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,109,162,135.5,"ClearOne Advantage
",CA,0,155,1,0,0,0,1
Data Scientist,$62K-$99K (Glassdoor est.),"Data Scientist
Location: Clearwater, FL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, Excel, SQL.",3.8,"CyrusOne
3.8","Clearwater, FL","Clearwater, FL",10000+ employees,1885,Company - Public,Internet,Information Technology,$10 to $25 million (USD),"ClearOne Advantage, Rochester Regional Health",0,0,62,99,80.5,"CyrusOne
",FL,1,135,0,0,1,1,1
Senior Data Scientist,$132K-$218K (Glassdoor est.),"Senior Data Scientist
Location: Boston, MA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",3.5,"IBM
3.5","Boston, MA","Boston, MA",1 to 50 employees,1930,Nonprofit Organization,IT Services,Information Technology,Unknown / Non-Applicable,"Reynolds American, Walmart",0,0,132,218,175.0,"IBM
",MA,1,90,1,0,0,1,0
Data Scientist,$58K-$96K (Glassdoor est.),"Data Scientist
Location: Tampa, FL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.5,"ClearOne Advantage
3.5","Tampa, FL","Clearwater, FL",1001 to 5000 employees,1938,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,58,96,77.0,"ClearOne Advantage
",FL,1,82,0,0,0,0,0
Data Scientist,$90K-$134K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.8,"Pfizer
3.8","Dallas, TX","Arlington, VA",1 to 50 employees,1961,Other Organization,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Tecolote Research, Blue Cross Blue Shield",0,0,90,134,112.0,"Pfizer
",TX,0,59,1,0,0,0,0
Data Scientist,$91K-$147K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",2.9,"ClearOne Advantage
2.9","Boston, MA","Boston, MA",51 to 200 employees,1997,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),"Pfizer, Reynolds American",0,0,91,147,119.0,"ClearOne Advantage
",MA,1,23,1,0,0,0,0
Data Scientist,$93K-$150K (Glassdoor est.),"Data Scientist
Location: Baltimore, MD

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.8,"Affinity Solutions
3.8","Baltimore, MD","Linthicum, MD",1001 to 5000 employees,1899,Government,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,0,0,93,150,121.5,"Affinity Solutions
",MD,1,121,1,0,0,0,1
Senior Data Scientist,$76K-$129K (Glassdoor est.),"Senior Data Scientist
Location: Cambridge, MA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.5,"Tecolote Research
3.5","Cambridge, MA","Cambridge, MA",501 to 1000 employees,1944,Government,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Numerator, Takeda",0,0,76,129,102.5,"Tecolote Research
",MA,1,76,1,0,0,0,0
Data Engineer,$117K-$169K (Glassdoor est.),"Data Engineer
Location: New York, NY

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",-1.0,Numerator,"New York, NY","New York, NY",1001 to 5000 employees,1931,Other Organization,Internet,Information Technology,$10+ billion (USD),-1,0,0,117,169,143.0,Numerator,NY,1,89,1,0,0,1,0
Data Scientist,$83K-$140K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.7,"IBM
3.7","San Francisco, CA","Goleta, CA",10000+ employees,1948,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Tecolote Research, ClearOne Advantage",0,0,83,140,111.5,"IBM
",CA,1,72,0,0,0,0,1
Lead Data Scientist,$125K-$222K (Glassdoor est.),"Lead Data Scientist
Location: San Francisco, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.4,"Pfizer
3.4","San Francisco, CA","Goleta, CA",201 to 500 employees,1837,Company - Private,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Pfizer, Guardian Life",0,0,125,222,173.5,"Pfizer
",CA,1,183,1,0,0,0,0
Data Scientist,$68K-$102K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, Excel, SQL.",2.7,"Walmart
2.7","Goleta, CA","Tampa, FL",51 to 200 employees,1927,Nonprofit Organization,Advertising & Marketing,Business Services,$1 to $2 billion (USD),-1,0,0,68,102,85.0,"Walmart
",CA,0,93,0,0,1,1,1
Data Analyst,$53K-$85K (Glassdoor est.),"Data Analyst
Location: New York, NY

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",-1.0,Blue Cross Blue Shield,"New York, NY","Seattle, WA",201 to 500 employees,1997,Government,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,53,85,69.0,Blue Cross Blue Shield,NY,0,23,1,0,0,0,1
Data Scientist,$56K-$99K (Glassdoor est.),"Data Scientist
Location: Seattle, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.2,"CyrusOne
3.2","Seattle, WA","Richland, WA",5001 to 10000 employees,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,56,99,77.5,"CyrusOne
",WA,1,45,1,0,0,0,1
Data Engineer,$112K-$198K (Glassdoor est.),"Data Engineer
Location: Goleta, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.9,"Reynolds American
3.9","Goleta, CA","Austin, TX",201 to 500 employees,1995,Company - Private,Internet,Information Technology,$1 to $5 million (USD),"Walmart, Blue Cross Blue Shield",0,0,112,198,155.0,"Reynolds American
",CA,0,25,1,0,1,0,1
Healthcare Data Scientist,$54K-$88K (Glassdoor est.),"Healthcare Data Scientist
Location: Boston, MA

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.7,"Tecolote Research
3.7","Boston, MA","Arlington, VA",10000+ employees,1862,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,54,88,71.0,"Tecolote Research
",MA,0,158,0,0,0,0,1
Research Scientist,$36-$50 Per Hour(Glassdoor est.),"Research Scientist
Location: New York, NY

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",2.7,"Novartis
2.7","New York, NY","New York, NY",201 to 500 employees,1830,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,1,0,72,100,86.0,"Novartis
",NY,1,190,0,0,0,0,1
Healthcare Data Scientist,$70K-$113K (Glassdoor est.),"Healthcare Data Scientist
Location: Albuquerque, NM

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",2.7,"IBM
2.7","Albuquerque, NM","San Jose, CA",5001 to 10000 employees,1908,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,70,113,91.5,"IBM
",NM,0,112,1,0,0,1,1
Lead Data Scientist,$92K-$150K (Glassdoor est.),"Lead Data Scientist
Location: New York, NY

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.3,"Liberty Mutual
3.3","New York, NY","New York, NY",1001 to 5000 employees,1988,Government,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,0,0,92,150,121.0,"Liberty Mutual
",NY,1,32,0,0,1,0,1
Data Engineer,$84K-$132K (Glassdoor est.),"Data Engineer
Location: Cambridge, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.2,"MassMutual
3.2","Cambridge, MA","Cambridge, MA",10000+ employees,1854,Nonprofit Organization,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,84,132,108.0,"MassMutual
",MA,1,166,1,0,0,0,1
Machine Learning Engineer,$117K-$188K (Glassdoor est.),"Machine Learning Engineer
Location: Cambridge, MA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",2.8,"Guardian Life
2.8","Cambridge, MA","Arlington, VA",1 to 50 employees,2016,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,0,0,117,188,152.5,"Guardian Life
",MA,0,4,1,0,0,0,0
Data Scientist,$90K-$162K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.1,"Novartis
4.1","New York, NY","New York, NY",1 to 50 employees,1873,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Liberty Mutual, Rochester Regional Health",0,0,90,162,126.0,"Novartis
",NY,0,147,0,0,0,0,0
Data Scientist,$64K-$101K (Glassdoor est.),"Data Scientist
Location: Chicago, IL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.9,"University of Maryland Medical System
3.9","Chicago, IL","Chicago, IL",501 to 1000 employees,2005,Company - Public,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,64,101,82.5,"University of Maryland Medical System
",IL,1,15,1,0,0,0,0
Data Engineer,$60K-$98K (Glassdoor est.),"Data Engineer
Location: Goleta, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.4,"KnowBe4
3.4","Goleta, CA","Goleta, CA",10000+ employees,2003,Government,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,0,0,60,98,79.0,"KnowBe4
",CA,1,17,0,0,0,1,0
Data Scientist,$52K-$96K (Glassdoor est.),"Data Scientist
Location: Linthicum, MD

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",-1.0,Affinity Solutions,"Linthicum, MD","Richland, WA",1 to 50 employees,1977,Company - Public,Advertising & Marketing,Business Services,$10+ billion (USD),"Takeda, ClearOne Advantage",0,0,52,96,74.0,Affinity Solutions,MD,0,43,0,0,0,0,1
Data Scientist,$90K-$136K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",4.5,"Liberty Mutual
4.5","Goleta, CA","Goleta, CA",1001 to 5000 employees,1965,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Affinity Solutions, Gallup",0,0,90,136,113.0,"Liberty Mutual
",CA,1,55,1,0,0,1,0
Senior Data Scientist,$96K-$156K (Glassdoor est.),"Senior Data Scientist
Location: New York, NY

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",3.6,"Affinity Solutions
3.6","New York, NY","New York, NY",201 to 500 employees,1940,Subsidiary or Business Segment,Internet,Information Technology,$10 to $25 million (USD),-1,0,0,96,156,126.0,"Affinity Solutions
",NY,1,80,1,0,0,1,1
Data Analyst,$25-$46 Per Hour(Glassdoor est.),"Data Analyst
Location: San Jose, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.8,"Takeda
3.8","San Jose, CA","San Jose, CA",201 to 500 employees,-1,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,1,0,50,92,71.0,"Takeda
",CA,1,-1,1,0,1,0,1
Data Engineer,$92K-$153K (Glassdoor est.),"Data Engineer
Location: San Francisco, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.6,"Logic20/20
3.6","San Francisco, CA","Seattle, WA",1001 to 5000 employees,1873,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,0,0,92,153,122.5,"Logic20/20
",CA,0,147,1,0,0,0,0
Data Scientist,$63K-$94K (Glassdoor est.),"Data Scientist
Location: Chicago, IL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.0,"MassMutual
4.0","Chicago, IL","Clearwater, FL",5001 to 10000 employees,1992,Nonprofit Organization,IT Services,Information Technology,$10+ billion (USD),"Amazon, ClearOne Advantage",0,0,63,94,78.5,"MassMutual
",IL,0,28,0,0,0,0,1
Data Scientist,$52K-$96K (Glassdoor est.),"Data Scientist
Location: Richland, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.9,"University of Maryland Medical System
3.9","Richland, WA","San Jose, CA",501 to 1000 employees,1909,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,52,96,74.0,"University of Maryland Medical System
",WA,0,111,1,0,0,0,0
Machine Learning Engineer,$74K-$121K (Glassdoor est.),"Machine Learning Engineer
Location: New York, NY

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",4.0,"Tecolote Research
4.0","New York, NY","New York, NY",51 to 200 employees,1861,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,0,0,74,121,97.5,"Tecolote Research
",NY,1,159,0,0,0,1,1
Research Scientist,$96K-$169K (Glassdoor est.),"Research Scientist
Location: Chicago, IL

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.0,"Gallup
3.0","Chicago, IL","Chicago, IL",5001 to 10000 employees,1852,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"PNNL, Takeda",0,0,96,169,132.5,"Gallup
",IL,1,168,1,0,0,0,1
Research Scientist,$82K-$133K (Glassdoor est.),"Research Scientist
Location: New York, NY

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",4.1,"Tecolote Research
4.1","New York, NY","New York, NY",1001 to 5000 employees,1872,Nonprofit Organization,Internet,Information Technology,$100 to $500 million (USD),-1,0,0,82,133,107.5,"Tecolote Research
",NY,1,148,0,0,0,1,1
Data Analyst,$89K-$132K (Glassdoor est.),"Data Analyst
Location: Chicago, IL

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.0,"Blue Cross Blue Shield
4.0","Chicago, IL","Boston, MA",201 to 500 employees,1861,Government,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,89,132,110.5,"Blue Cross Blue Shield
",IL,0,159,0,0,0,0,0
Research Scientist,$111K-$205K (Glassdoor est.),"Research Scientist
Location: San Jose, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, AWS, Excel, SQL.",3.6,"IBM
3.6","San Jose, CA","San Jose, CA",51 to 200 employees,1858,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,111,205,158.0,"IBM
",CA,1,162,1,0,1,1,1
Data Scientist,$103K-$168K (Glassdoor est.),"Data Scientist
Location: Seattle, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",4.2,"Tecolote Research
4.2","Seattle, WA","San Francisco, CA",501 to 1000 employees,1851,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Tecolote Research, Numerator",0,0,103,168,135.5,"Tecolote Research
",WA,0,169,1,0,1,0,1
Data Analyst,$51K-$77K (Glassdoor est.),"Data Analyst
Location: Cambridge, MA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.6,"CyrusOne
4.6","Cambridge, MA","Tampa, FL",51 to 200 employees,1885,Other Organization,Security Services,Business Services,$10 to $25 million (USD),"Pfizer, Logic20/20",0,0,51,77,64.0,"CyrusOne
",MA,0,135,0,0,0,0,0
Data Engineer,$98K-$158K (Glassdoor est.),"Data Engineer
Location: Cambridge, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.1,"Rochester Regional Health
4.1","Cambridge, MA","Cambridge, MA",1 to 50 employees,1988,Company - Private,Security Services,Business Services,$1 to $2 billion (USD),-1,0,0,98,158,128.0,"Rochester Regional Health
",MA,1,32,1,0,0,1,1
Data Scientist,$72K-$121K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, AWS, Excel, SQL.",3.8,"Reynolds American
3.8","Boston, MA","Austin, TX",501 to 1000 employees,1835,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"PNNL, Walmart",0,0,72,121,96.5,"Reynolds American
",MA,0,185,1,0,1,1,1
Senior Data Scientist,$138K-$201K (Glassdoor est.),"Senior Data Scientist
Location: Linthicum, MD

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.6,"IBM
3.6","Linthicum, MD","Baltimore, MD",51 to 200 employees,2004,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,138,201,169.5,"IBM
",MD,1,16,1,0,1,0,1
Healthcare Data Scientist,$114K-$190K (Glassdoor est.),"Healthcare Data Scientist
Location: Austin, TX

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",4.5,"Walmart
4.5","Austin, TX","Chicago, IL",1001 to 5000 employees,-1,Subsidiary or Business Segment,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,114,190,152.0,"Walmart
",TX,0,-1,1,0,0,1,0
Machine Learning Engineer,$84K-$132K (Glassdoor est.),"Machine Learning Engineer
Location: New York, NY

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.4,"Visa
3.4","New York, NY","New York, NY",10000+ employees,1836,Company - Public,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,84,132,108.0,"Visa
",NY,1,184,0,0,1,0,1
Senior Data Scientist,$106K-$171K (Glassdoor est.),"Senior Data Scientist
Location: Goleta, CA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.1,"Novartis
3.1","Goleta, CA","San Francisco, CA",5001 to 10000 employees,1947,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"PNNL, Visa",0,0,106,171,138.5,"Novartis
",CA,1,73,0,0,0,0,1
